0.0,0.539,1.0,0.4351701782820097
0.002,0.525,1.005,0.44570502431118314
0.005,0.537,1.002,0.4286871961102107
0.006,0.508,1.001,0.45786061588330634
0.006,0.536,1.0,0.4286871961102107
0.009,0.507,1.02,0.4529983792544571
0.01,0.48,1.024,0.4813614262560778
0.013,0.507,1.016,0.4619124797406807
0.014,0.503,1.018,0.44408427876823336
0.018,0.487,1.014,0.45786061588330634
0.02,0.501,1.004,0.4586709886547812
0.02,0.473,1.048,0.48946515397082657
0.021,0.472,1.05,0.48946515397082657
0.021,0.475,1.005,0.4659643435980551
0.022,0.474,1.037,0.47974068071312803
0.026,0.473,1.047,0.4862236628849271
0.027,0.496,1.004,0.46353322528363045
0.029,0.468,1.01,0.46677471636953
0.03,0.489,1.003,0.4538087520259319
0.03,0.451,1.072,0.5162074554294975
0.032,0.45,1.028,0.5162074554294975
0.033,0.457,1.021,0.473257698541329
0.033,0.449,1.059,0.5153970826580226
0.037,0.467,1.015,0.47649918962722854
0.038,0.484,1.002,0.4586709886547812
0.039,0.466,1.019,0.47568881685575365
0.04,0.471,1.005,0.46434359805510533
0.041,0.436,1.055,0.4854132901134522
0.041,0.442,1.025,0.4846029173419773
0.041,0.458,1.009,0.473257698541329
0.043,0.441,1.028,0.4854132901134522
0.045,0.437,1.018,0.49270664505672607
0.047,0.416,1.023,0.5089141004862237
0.049,0.47,1.003,0.44570502431118314
0.05,0.468,1.001,0.44894651539708263
0.054,0.41,1.075,0.49513776337115073
0.054,0.462,1.006,0.4651539708265802
0.058,0.451,1.005,0.4700162074554295
0.061,0.37,1.126,0.5729335494327391
0.065,0.398,1.074,0.5097244732576985
0.066,0.397,1.075,0.5105348460291734
0.067,0.397,1.061,0.5097244732576985
0.069,0.423,1.014,0.4708265802269044
0.07,0.42,1.013,0.4683954619124797
0.07,0.395,1.071,0.5072933549432739
0.072,0.411,1.006,0.4813614262560778
0.073,0.385,1.08,0.5259319286871961
0.074,0.398,1.001,0.4959481361426256
0.074,0.38,1.031,0.5194489465153971
0.075,0.395,1.017,0.5008103727714749
0.079,0.375,1.08,0.5113452188006483
0.08,0.356,1.1,0.5494327390599676
0.082,0.35,1.121,0.546191247974068
0.083,0.363,1.092,0.5291734197730956
0.083,0.372,1.091,0.5218800648298217
0.086,0.379,1.031,0.49270664505672607
0.086,0.353,1.099,0.5405186385737439
0.087,0.392,1.017,0.49108589951377635
0.089,0.368,1.039,0.5056726094003241
0.091,0.387,1.012,0.4878444084278768
0.091,0.368,1.028,0.5008103727714749
0.092,0.352,1.12,0.539708265802269
0.093,0.384,1.001,0.4813614262560778
0.094,0.37,1.016,0.49027552674230146
0.096,0.365,1.009,0.49432739059967584
0.097,0.364,1.008,0.49432739059967584
0.102,0.307,1.278,0.5842787682333873
0.104,0.357,1.005,0.49432739059967584
0.107,0.309,1.186,0.5850891410048622
0.107,0.343,1.094,0.539708265802269
0.109,0.295,1.267,0.5891410048622366
0.111,0.295,1.202,0.5850891410048622
0.112,0.363,1.0,0.5097244732576985
0.116,0.349,1.031,0.5356564019448946
0.116,0.28,1.218,0.6012965964343598
0.117,0.355,1.003,0.48703403565640196
0.118,0.273,1.206,0.6077795786061588
0.119,0.334,1.173,0.5129659643435981
0.12,0.35,1.005,0.49108589951377635
0.121,0.345,1.027,0.5283630470016207
0.125,0.34,1.08,0.49756888168557534
0.126,0.338,1.024,0.5008103727714749
0.13,0.331,1.001,0.5048622366288493
0.131,0.228,1.376,0.6491085899513777
0.136,0.303,1.117,0.5640194489465153
0.138,0.289,1.103,0.5567260940032415
0.146,0.244,1.173,0.6272285251215559
0.149,0.277,1.041,0.5753646677471637
0.153,0.322,1.011,0.47974068071312803
0.163,0.235,1.003,0.6012965964343598
0.167,0.207,1.421,0.6239870340356564
0.182,0.219,1.097,0.6085899513776337
0.184,0.215,1.106,0.6094003241491086
0.185,0.205,1.275,0.6134521880064829
0.186,0.256,1.001,0.5567260940032415
0.187,0.256,1.0,0.5559157212317666
0.187,0.214,1.073,0.6061588330632091
0.188,0.193,1.218,0.6434359805510534
0.188,0.188,1.389,0.6207455429497569
0.193,0.218,1.023,0.586709886547812
0.195,0.189,1.203,0.6377633711507293
0.203,0.157,1.423,0.6636952998379254
0.205,0.154,1.509,0.6782820097244733
0.207,0.153,1.523,0.6766612641815235
0.214,0.212,1.036,0.5648298217179902
0.215,0.211,1.039,0.5640194489465153
0.218,0.147,1.484,0.6677471636952999
0.219,0.142,1.521,0.6491085899513777
0.222,0.197,1.128,0.5923824959481362
0.223,0.232,1.003,0.5705024311183144
0.223,0.136,1.546,0.6823338735818476
0.227,0.187,1.178,0.6021069692058347
0.227,0.21,1.016,0.553484602917342
0.228,0.204,1.017,0.5923824959481362
0.229,0.197,1.005,0.606969205834684
0.233,0.186,1.017,0.5834683954619124
0.238,0.177,1.021,0.593192868719611
0.239,0.176,1.017,0.593192868719611
0.24,0.176,1.013,0.5923824959481362
0.241,0.177,1.006,0.5858995137763371
0.241,0.173,1.168,0.56645056726094
0.242,0.117,1.66,0.6823338735818476
