
Pareto Frontier:
------------------------------------------------------------
FalseNegativeRate	FalsePositiveRate	Disparate Impact	Between-Group Theil Index
0.0,0.539,1.001,2.1E-4,0.4359805510534846
0.0,0.539,1.0,2.2E-4,0.4351701782820097
0.001,0.538,1.002,2.1E-4,0.4343598055105348
0.001,0.534,1.007,2.0E-4,0.4351701782820097
0.001,0.533,1.001,2.2E-4,0.43354943273906
0.003,0.528,1.015,1.9E-4,0.4513776337115073
0.003,0.537,1.005,2.1E-4,0.4376012965964344
0.004,0.537,1.006,2.0E-4,0.4351701782820097
0.004,0.525,1.019,1.8E-4,0.4481361426256078
0.005,0.52,1.026,1.7E-4,0.4481361426256078
0.005,0.529,1.012,2.5E-4,0.4392220421393841
0.005,0.504,1.043,1.5E-4,0.46434359805510533
0.005,0.516,1.031,1.6E-4,0.4546191247974068
0.006,0.525,1.012,2.0E-4,0.44408427876823336
0.006,0.528,1.018,1.8E-4,0.4392220421393841
0.006,0.519,1.028,1.7E-4,0.45623987034035657
0.008,0.518,1.03,1.7E-4,0.44894651539708263
0.008,0.495,1.056,1.3E-4,0.4683954619124797
0.008,0.512,1.037,1.5E-4,0.4619124797406807
0.009,0.531,1.01,2.4E-4,0.43030794165316044
0.01,0.511,1.041,1.5E-4,0.46029173419773095
0.01,0.507,1.045,1.4E-4,0.4546191247974068
0.01,0.519,1.023,1.8E-4,0.4538087520259319
0.01,0.531,1.009,2.4E-4,0.4327390599675851
0.011,0.526,1.007,2.1E-4,0.43841166936790926
0.011,0.522,1.011,2.0E-4,0.43841166936790926
0.011,0.523,1.001,2.2E-4,0.446515397082658
0.012,0.509,1.037,1.6E-4,0.45623987034035657
0.013,0.508,1.037,1.6E-4,0.45623987034035657
0.014,0.508,1.029,1.7E-4,0.4554294975688817
0.014,0.505,1.052,1.3E-4,0.4651539708265802
0.014,0.499,1.059,1.2E-4,0.4675850891410049
0.014,0.511,1.044,1.4E-4,0.4586709886547812
0.015,0.508,1.018,2.7E-4,0.4546191247974068
0.016,0.514,1.015,2.0E-4,0.4473257698541329
0.016,0.51,1.039,1.5E-4,0.4546191247974068
0.017,0.492,1.06,1.3E-4,0.47244732576985415
0.018,0.512,1.0,2.3E-4,0.45786061588330634
0.019,0.491,1.074,1.1E-4,0.47649918962722854
0.019,0.504,1.029,1.7E-4,0.4546191247974068
0.019,0.476,1.082,1.0E-4,0.48703403565640196
0.019,0.475,1.083,1.0E-4,0.4878444084278768
0.02,0.451,1.124,6.0E-5,0.5032414910858996
0.02,0.479,1.089,9.0E-5,0.49189627228525123
0.02,0.509,1.016,2.0E-4,0.4497568881685575
0.021,0.457,1.12,6.0E-5,0.48703403565640196
0.022,0.472,1.07,1.2E-4,0.4692058346839546
0.022,0.444,1.136,5.0E-5,0.5032414910858996
0.023,0.49,1.08,1.0E-4,0.47893030794165314
0.023,0.449,1.131,5.0E-5,0.5
0.023,0.471,1.082,1.0E-4,0.4683954619124797
0.023,0.502,1.012,2.6E-4,0.4538087520259319
0.024,0.485,1.077,1.0E-4,0.47811993517017826
0.025,0.495,1.014,2.7E-4,0.4521880064829822
0.025,0.492,1.05,1.4E-4,0.4659643435980551
0.025,0.472,1.074,1.1E-4,0.4846029173419773
0.025,0.473,1.072,1.1E-4,0.4837925445705024
0.026,0.511,1.009,2.5E-4,0.4343598055105348
0.026,0.486,1.058,1.3E-4,0.47244732576985415
0.027,0.465,1.105,7.0E-5,0.4805510534846029
0.027,0.469,1.069,1.2E-4,0.49270664505672607
0.028,0.469,1.101,8.0E-5,0.49108589951377635
0.028,0.507,1.035,1.6E-4,0.4319286871961102
0.028,0.491,1.005,2.5E-4,0.4538087520259319
0.029,0.465,1.097,8.0E-5,0.47893030794165314
0.029,0.46,1.094,9.0E-5,0.47974068071312803
0.03,0.506,1.02,2.0E-4,0.4376012965964344
0.03,0.463,1.091,9.0E-5,0.49027552674230146
0.03,0.462,1.092,9.0E-5,0.49027552674230146
0.031,0.508,1.019,2.0E-4,0.43354943273906
0.031,0.494,1.005,2.3E-4,0.45948136142625606
0.031,0.448,1.111,7.0E-5,0.4821717990275527
0.031,0.464,1.101,8.0E-5,0.47487844408427876
0.031,0.454,1.104,8.0E-5,0.4846029173419773
0.032,0.457,1.101,8.0E-5,0.4959481361426256
0.032,0.448,1.134,5.0E-5,0.4959481361426256
0.032,0.486,1.054,1.4E-4,0.46353322528363045
0.033,0.447,1.116,7.0E-5,0.4821717990275527
0.034,0.462,1.087,1.0E-4,0.4773095623987034
0.034,0.441,1.113,7.0E-5,0.4991896272285251
0.035,0.462,1.066,1.3E-4,0.47163695299837927
0.035,0.45,1.082,1.1E-4,0.473257698541329
0.035,0.441,1.105,8.0E-5,0.4846029173419773
0.036,0.439,1.024,2.1E-4,0.5121555915721232
0.036,0.412,1.2,1.0E-5,0.5429497568881686
0.036,0.42,1.178,2.0E-5,0.5364667747163695
0.038,0.488,1.019,2.0E-4,0.44327390599675853
0.039,0.429,1.17,3.0E-5,0.5170178282009724
0.04,0.423,1.191,1.0E-5,0.5275526742301458
0.04,0.488,1.008,2.6E-4,0.44894651539708263
0.04,0.503,1.045,1.5E-4,0.43354943273906
0.04,0.449,1.122,6.0E-5,0.4862236628849271
0.04,0.416,1.167,3.0E-5,0.5178282009724473
0.04,0.433,1.111,8.0E-5,0.49108589951377635
0.041,0.455,1.146,4.0E-5,0.47893030794165314
0.041,0.458,1.058,1.5E-4,0.47568881685575365
0.041,0.497,1.043,1.6E-4,0.4392220421393841
0.041,0.432,1.147,4.0E-5,0.5081037277147488
0.043,0.475,1.041,1.7E-4,0.45623987034035657
