
Pareto Frontier:
------------------------------------------------------------
FalseNegativeRate	FalsePositiveRate	FNR Ratio	TPR Ratio
0.0,0.539,1.0,1.0,0.4351701782820097
0.0,0.538,9.223372036854776E15,1.0,0.4367909238249595
0.0,0.537,9.223372036854776E15,1.001,0.43841166936790926
0.001,0.531,9.223372036854776E15,1.003,0.440032414910859
0.001,0.536,4.95,1.011,0.43354943273906
0.001,0.534,9.223372036854776E15,1.002,0.440032414910859
0.002,0.533,2.7,1.009,0.43841166936790926
0.003,0.525,9.223372036854776E15,1.006,0.4473257698541329
0.003,0.538,1.98,1.007,0.4319286871961102
0.003,0.531,2.122,1.007,0.4392220421393841
0.004,0.525,1.414,1.004,0.4481361426256078
0.004,0.522,9.223372036854776E15,1.01,0.4481361426256078
0.005,0.524,1.142,1.002,0.4481361426256078
0.005,0.507,9.223372036854776E15,1.011,0.46434359805510533
0.006,0.521,8.317,1.092,0.44894651539708263
0.006,0.497,9.223372036854776E15,1.014,0.4692058346839546
0.006,0.524,1.01,1.0,0.440032414910859
0.007,0.522,1.077,1.001,0.44165316045380876
0.007,0.519,1.145,1.002,0.4505672609400324
0.008,0.49,9.223372036854776E15,1.019,0.47163695299837927
0.009,0.516,1.414,1.006,0.4546191247974068
0.01,0.494,5.526,1.099,0.4683954619124797
0.01,0.514,1.616,1.009,0.4521880064829822
0.01,0.48,9.223372036854776E15,1.024,0.4813614262560778
0.011,0.521,1.142,1.003,0.44084278768233387
0.012,0.487,12.73,1.296,0.4700162074554295
0.012,0.517,1.042,1.001,0.4586709886547812
0.012,0.511,2.084,1.03,0.4538087520259319
0.013,0.507,1.027,1.001,0.46353322528363045
0.013,0.521,1.01,1.0,0.4505672609400324
0.013,0.495,2.087,1.015,0.4513776337115073
0.014,0.499,1.392,1.012,0.4659643435980551
0.014,0.471,9.223372036854776E15,1.031,0.4829821717990275
0.014,0.492,2.323,1.018,0.45948136142625606
0.015,0.495,1.246,1.007,0.47163695299837927
0.015,0.487,2.458,1.02,0.47974068071312803
0.015,0.466,9.223372036854776E15,1.034,0.4878444084278768
0.015,0.462,9.223372036854776E15,1.036,0.49108589951377635
0.017,0.46,9.223372036854776E15,1.04,0.49027552674230146
0.018,0.51,1.013,1.001,0.44246353322528365
0.018,0.473,2.895,1.027,0.49108589951377635
0.018,0.453,9.223372036854776E15,1.042,0.5016207455429498
0.019,0.491,1.35,1.015,0.46434359805510533
0.02,0.482,1.667,1.019,0.4683954619124797
0.02,0.493,1.066,1.003,0.4675850891410049
0.02,0.451,9.223372036854776E15,1.047,0.5032414910858996
0.022,0.444,9.223372036854776E15,1.051,0.5032414910858996
0.022,0.472,1.784,1.022,0.4683954619124797
0.023,0.49,1.07,1.004,0.4675850891410049
0.024,0.489,1.313,1.013,0.46677471636953
0.024,0.471,1.936,1.027,0.4675850891410049
0.024,0.468,2.2,1.066,0.47974068071312803
0.025,0.464,2.02,1.029,0.4740680713128039
0.026,0.501,1.044,1.003,0.4521880064829822
0.026,0.468,1.449,1.027,0.49351701782820095
0.026,0.461,2.121,1.032,0.47568881685575365
0.026,0.5,1.061,1.003,0.4538087520259319
0.027,0.48,1.103,1.006,0.4708265802269044
0.027,0.439,9.223372036854776E15,1.064,0.5121555915721232
0.027,0.447,2.222,1.035,0.49432739059967584
0.029,0.471,1.061,1.004,0.46353322528363045
0.03,0.469,1.204,1.012,0.4619124797406807
0.031,0.425,2.317,1.099,0.5162074554294975
0.032,0.429,1.172,1.013,0.5145867098865479
0.032,0.417,9.223372036854776E15,1.079,0.5380875202593193
0.033,0.412,9.223372036854776E15,1.081,0.5405186385737439
0.034,0.457,1.087,1.007,0.5081037277147488
0.034,0.422,2.094,1.091,0.5129659643435981
0.034,0.454,1.114,1.009,0.4813614262560778
0.036,0.464,1.036,1.003,0.4659643435980551
0.036,0.492,1.024,1.002,0.46353322528363045
0.036,0.448,1.151,1.011,0.4878444084278768
0.037,0.44,1.007,1.001,0.5129659643435981
0.037,0.426,3.03,1.06,0.5097244732576985
0.038,0.399,9.223372036854776E15,1.093,0.5551053484602917
0.039,0.412,6.363,1.079,0.5372771474878444
0.04,0.403,1.061,1.005,0.5356564019448946
0.044,0.384,9.223372036854776E15,1.108,0.5688816855753647
0.046,0.399,7.642,1.1,0.5324149108589952
0.049,0.383,1.319,1.029,0.5510534846029174
0.05,0.463,1.006,1.001,0.4692058346839546
0.05,0.379,1.347,1.032,0.5640194489465153
0.055,0.359,9.223372036854776E15,1.141,0.5858995137763371
0.055,0.37,9.157,1.126,0.5672609400324149
0.056,0.451,1.005,1.001,0.4546191247974068
0.056,0.472,1.003,1.0,0.4513776337115073
0.056,0.359,2.289,1.08,0.5842787682333873
0.059,0.355,2.407,1.087,0.5842787682333873
0.059,0.398,1.187,1.023,0.526742301458671
0.06,0.4,1.039,1.006,0.5518638573743923
0.061,0.352,9.223372036854776E15,1.16,0.5850891410048622
0.061,0.436,1.014,1.002,0.4692058346839546
0.062,0.455,1.003,1.001,0.45705024311183146
0.064,0.354,2.0,1.185,0.580226904376013
0.064,0.424,1.023,1.004,0.4773095623987034
0.065,0.352,3.591,1.123,0.5786061588330632
0.068,0.391,1.015,1.003,0.5153970826580226
0.069,0.387,1.118,1.019,0.526742301458671
0.069,0.323,9.223372036854776E15,1.184,0.6158833063209076
0.07,0.344,3.816,1.135,0.5842787682333873
0.072,0.367,1.953,1.092,0.56645056726094
0.073,0.377,1.32,1.046,0.5307941653160454
0.074,0.378,1.202,1.033,0.5243111831442464
0.075,0.323,1.219,1.035,0.6077795786061588
0.075,0.356,1.168,1.034,0.559967585089141
0.076,0.319,9.223372036854776E15,1.206,0.606969205834684
0.077,0.378,1.035,1.007,0.5105348460291734
0.078,0.373,1.142,1.025,0.5356564019448946
0.08,0.318,6.582,1.184,0.6053484602917342
0.081,0.427,1.005,1.001,0.4554294975688817
0.082,0.303,9.223372036854776E15,1.227,0.6158833063209076
0.084,0.315,1.819,1.216,0.5940032414910859
0.085,0.29,7.02,1.201,0.6353322528363047
0.086,0.346,1.171,1.04,0.559967585089141
0.086,0.4,1.009,1.002,0.5145867098865479
0.088,0.286,7.306,1.212,0.6369529983792545
0.088,0.288,7.272,1.211,0.6345218800648298
0.089,0.286,4.882,1.196,0.6353322528363047
0.089,0.373,1.101,1.022,0.5008103727714749
0.09,0.285,1.631,1.096,0.6377633711507293
0.09,0.37,1.036,1.009,0.5413290113452188
0.091,0.278,7.541,1.222,0.6434359805510534
0.091,0.34,1.132,1.029,0.5761750405186385
0.092,0.345,1.058,1.014,0.5640194489465153
0.093,0.368,1.001,1.0,0.5559157212317666
0.096,0.272,3.171,1.187,0.6474878444084279
0.096,0.307,1.417,1.079,0.5850891410048622
0.097,0.271,2.648,1.17,0.6442463533225283
0.097,0.304,1.113,1.027,0.6053484602917342
0.097,0.352,1.029,1.008,0.5591572123176661
0.098,0.271,1.445,1.084,0.6442463533225283
0.099,0.271,1.341,1.071,0.6442463533225283
0.099,0.269,3.266,1.196,0.6474878444084279
0.1,0.356,1.001,1.0,0.5235008103727715
0.1,0.339,1.059,1.017,0.5380875202593193
0.101,0.339,1.052,1.015,0.5372771474878444
0.101,0.326,1.086,1.022,0.5948136142625607
0.104,0.327,1.014,1.004,0.5494327390599676
0.105,0.298,1.129,1.034,0.5956239870340356
0.105,0.297,1.212,1.052,0.5940032414910859
0.107,0.293,1.079,1.022,0.6053484602917342
0.111,0.314,1.052,1.016,0.5810372771474879
0.111,0.25,3.67,1.24,0.6572123176661264
0.111,0.252,1.386,1.09,0.6442463533225283
0.113,0.281,1.214,1.058,0.6215559157212318
0.113,0.279,1.219,1.059,0.6239870340356564
0.114,0.246,3.764,1.25,0.6572123176661264
0.114,0.32,1.016,1.005,0.5526742301458671
0.116,0.235,9.595,1.314,0.6677471636952999
0.116,0.237,9.561,1.312,0.6653160453808752
0.118,0.234,6.487,1.302,0.6653160453808752
0.12,0.269,1.3,1.082,0.6288492706645057
0.121,0.266,1.302,1.083,0.6345218800648298
0.122,0.244,3.35,1.262,0.646677471636953
0.123,0.225,10.201,1.343,0.6726094003241491
0.123,0.231,5.084,1.304,0.6588330632090762
0.124,0.251,1.846,1.173,0.6458670988654781
0.125,0.289,1.19,1.06,0.5834683954619124
0.126,0.297,1.07,1.025,0.5713128038897893
0.126,0.25,1.864,1.178,0.6442463533225283
0.126,0.313,1.041,1.016,0.5526742301458671
0.127,0.289,1.079,1.028,0.5810372771474879
0.127,0.248,1.888,1.184,0.6458670988654781
0.128,0.247,1.387,1.109,0.6442463533225283
0.128,0.302,1.019,1.007,0.5583468395461912
0.129,0.269,1.224,1.072,0.6077795786061588
0.129,0.271,1.114,1.046,0.6045380875202593
0.13,0.339,1.006,1.002,0.5145867098865479
0.13,0.241,1.77,1.175,0.6499189627228525
0.131,0.229,2.171,1.791,0.6580226904376013
0.131,0.329,1.005,1.002,0.5129659643435981
0.131,0.288,1.107,1.039,0.5777957860615883
0.131,0.282,1.115,1.041,0.586709886547812
0.131,0.292,1.046,1.018,0.56645056726094
0.131,0.354,1.002,1.001,0.5145867098865479
0.132,0.29,1.012,1.005,0.5696920583468396
0.132,0.239,1.787,1.18,0.6434359805510534
0.134,0.287,1.077,1.029,0.5713128038897893
0.135,0.218,2.008,1.214,0.6726094003241491
0.135,0.286,1.087,1.033,0.5680713128038898
0.137,0.34,1.001,1.0,0.49513776337115073
0.137,0.283,1.101,1.039,0.5721231766612642
0.138,0.232,1.727,1.183,0.6458670988654781
0.138,0.279,1.111,1.043,0.5769854132901134
0.138,0.288,1.055,1.022,0.5640194489465153
0.139,0.224,1.618,1.169,0.6539708265802269
0.14,0.23,1.52,1.152,0.6523500810372771
0.14,0.284,1.074,1.03,0.5648298217179902
0.141,0.226,1.2,1.074,0.6539708265802269
0.141,0.281,1.085,1.035,0.5680713128038898
0.141,0.227,1.196,1.073,0.6515397082658023
0.142,0.28,1.09,1.037,0.5688816855753647
0.143,0.216,1.659,1.182,0.660453808752026
0.143,0.277,1.1,1.041,0.5737439222042139
0.144,0.25,1.103,1.043,0.6118314424635333
0.145,0.217,1.302,1.107,0.6507293354943274
0.148,0.266,1.035,1.016,0.5875202593192869
0.149,0.285,1.004,1.002,0.5510534846029174
0.149,0.223,1.202,1.081,0.6434359805510534
0.151,0.199,25.082,1.492,0.6612641815235009
0.156,0.2,3.679,1.389,0.6645056726094003
0.156,0.303,1.003,1.002,0.5186385737439222
0.157,0.26,1.098,1.046,0.5875202593192869
0.157,0.214,1.099,1.047,0.6450567260940032
0.158,0.26,1.061,1.03,0.5875202593192869
0.159,0.196,2.16,1.29,0.6636952998379254
0.16,0.246,1.07,1.035,0.6085899513776337
0.162,0.209,1.315,1.132,0.6345218800648298
0.162,0.208,1.459,1.173,0.640194489465154
0.163,0.21,1.194,1.089,0.6377633711507293
0.165,0.269,1.022,1.012,0.5721231766612642
0.165,0.281,1.016,1.009,0.5275526742301458
0.166,0.194,3.421,1.415,0.6588330632090762
0.167,0.194,2.482,1.349,0.660453808752026
0.168,0.189,2.295,1.334,0.6580226904376013
0.168,0.315,1.003,1.001,0.47811993517017826
0.168,0.23,1.08,1.043,0.619935170178282
0.17,0.194,1.051,1.029,0.646677471636953
0.17,0.188,2.139,1.321,0.6555915721231766
0.172,0.192,1.749,1.26,0.6499189627228525
0.174,0.306,1.0,1.0,0.4862236628849271
0.174,0.189,1.339,1.155,0.6555915721231766
0.176,0.185,2.629,1.398,0.6555915721231766
0.177,0.188,2.066,1.331,0.653160453808752
0.177,0.187,2.227,1.354,0.6482982171799028
0.178,0.184,2.657,1.407,0.6555915721231766
0.179,0.184,1.319,1.156,0.6499189627228525
0.18,0.304,1.002,1.001,0.4740680713128039
